-158.24,-9.8157,1266.9,4.5444,-0.015
-168.02,-9.7464,1271.5,4.6911,-0.015
-177.73,-9.675,1276.2,4.8368,-0.015
-187.37,-9.6014,1281.1,4.9814,-0.015
-196.94,-9.5256,1286.2,5.1248,-0.015
-206.42,-9.4476,1291.4,5.2671,-0.015
-215.83,-9.3675,1296.7,5.4082,-0.015
-225.16,-9.2854,1302.2,5.5481,-0.015
-234.4,-9.2011,1307.8,5.6868,-0.015
-243.56,-9.1148,1313.6,5.8242,-0.015
-252.63,-9.0264,1319.5,5.9602,-0.015
-261.61,-8.936,1325.5,6.0949,-0.015
-270.5,-8.8435,1331.7,6.2283,-0.015
-279.3,-8.7491,1338,6.3602,-0.015
-288,-8.6527,1344.4,6.4908,-0.015
-296.6,-8.5544,1350.9,6.6198,-0.015
-305.11,-8.4542,1357.6,6.7474,-0.015
-313.51,-8.352,1364.4,6.8734,-0.015
-321.81,-8.248,1371.4,6.9979,-0.015
-330.01,-8.1421,1378.4,7.1209,-0.015
-338.09,-8.0343,1385.6,7.2422,-0.015
-346.07,-7.9248,1392.9,7.3619,-0.015
-353.94,-7.8135,1400.3,7.4799,-0.015
-361.7,-7.7004,1407.9,7.5963,-0.015
-369.34,-7.5856,1415.5,7.7109,-0.015
-376.87,-7.4691,1423.3,7.8238,-0.015
-384.28,-7.3509,1431.2,7.935,-0.015
-391.57,-7.2311,1439.2,8.0444,-0.015
-398.82,-7.2712,1447.2,8.0081,0.005
-406.11,-7.3111,1455.2,7.9716,0.005
-413.45,-7.3509,1463.1,7.935,0.005
-420.82,-7.3905,1471.1,7.8981,0.005
-428.23,-7.4299,1478.9,7.8611,0.005
-435.68,-7.4691,1486.8,7.8238,0.005
-443.16,-7.5081,1494.6,7.7864,0.005
-450.69,-7.547,1502.3,7.7488,0.005
-458.26,-7.5856,1510.1,7.7109,0.005
-465.86,-7.6241,1517.8,7.6729,0.005
-473.51,-7.6623,1525.4,7.6347,0.005
-481.19,-7.7004,1533,7.5963,0.005
-488.91,-7.7383,1540.6,7.5577,0.005
-496.66,-7.776,1548.2,7.5189,0.005
-504.46,-7.8135,1555.7,7.4799,0.005
-512.29,-7.8508,1563.1,7.4408,0.005
-520.16,-7.8879,1570.5,7.4014,0.005
-528.07,-7.9248,1577.9,7.3619,0.005
-536.01,-7.9615,1585.3,7.3222,0.005
-543.99,-7.998,1592.6,7.2823,0.005
-552.01,-8.0343,1599.8,7.2422,0.005
-560.06,-8.0705,1607,7.2019,0.005
-568.15,-8.1064,1614.2,7.1615,0.005
-576.27,-8.1421,1621.4,7.1209,0.005
-584.43,-8.1776,1628.5,7.0801,0.005
-592.63,-8.2129,1635.5,7.0391,0.005
-600.86,-8.248,1642.5,6.9979,0.005
-609.12,-8.2828,1649.5,6.9566,0.005
-617.42,-8.3175,1656.5,6.9151,0.005
-625.76,-8.352,1663.4,6.8734,0.005
-634.13,-8.3863,1670.2,6.8316,0.005
-642.53,-8.4203,1677,6.7896,0.005
-650.97,-8.4542,1683.8,6.7474,0.005
-659.44,-8.4878,1690.5,6.705,0.005
-667.94,-8.5212,1697.2,6.6625,0.005
-676.48,-8.5544,1703.8,6.6198,0.005
-685.05,-8.5874,1710.4,6.577,0.005
-693.65,-8.6202,1717,6.5339,0.005
-702.29,-8.6527,1723.5,6.4908,0.005
-710.96,-8.6851,1730,6.4474,0.005
-719.66,-8.7172,1736.4,6.4039,0.005
-728.39,-8.7491,1742.8,6.3602,0.005
-737.16,-8.7808,1749.1,6.3164,0.005
-745.96,-8.8123,1755.4,6.2724,0.005
-754.78,-8.8435,1761.7,6.2283,0.005
-763.64,-8.8746,1767.9,6.184,0.005
-772.53,-8.9054,1774,6.1396,0.005
-781.45,-8.936,1780.1,6.0949,0.005
-790.4,-8.9663,1786.2,6.0502,0.005
-799.39,-8.9965,1792.2,6.0053,0.005
-808.4,-9.0264,1798.2,5.9602,0.005
-809.2084,-9.0354264,1799.9982,5.9661602,0.005
-810.0176084,-9.044461826,1801.798198,5.97212636,1.005
-810.827626,-9.053506288,1803.599996,5.978098487,2.005
-811.6384536,-9.062559795,1805.403596,5.984076585,3.005
-812.4500921,-9.071622354,1807.209,5.990060662,4.005
-813.2625422,-9.080693977,1809.016209,5.996050722,5.005
-814.0758047,-9.089774671,1810.825225,6.002046773,6.005
-814.8898805,-9.098864445,1812.63605,6.00804882,7.005
-815.7047704,-9.10796331,1814.448686,6.014056869,8.005
-816.5204752,-9.117071273,1816.263135,6.020070925,9.005
-817.3369957,-9.126188344,1818.079398,6.026090996,10.005
-818.1543326,-9.135314533,1819.897478,6.032117087,11.005
-818.972487,-9.144449847,1821.717375,6.038149204,12.005
-819.7914595,-9.153594297,1823.539093,6.044187354,13.005
-820.6112509,-9.162747891,1825.362632,6.050231541,14.005
-821.4318622,-9.171910639,1827.187994,6.056281773,15.005
-822.253294,-9.18108255,1829.015182,6.062338054,16.005
-823.0755473,-9.190263632,1830.844197,6.068400392,17.005
-823.8986229,-9.199453896,1832.675042,6.074468793,18.005
-824.7225215,-9.20865335,1834.507717,6.080543262,19.005
-825.547244,-9.217862003,1836.342224,6.086623805,20.005
-826.3727913,-9.227079865,1838.178567,6.092710429,21.005
-827.1991641,-9.236306945,1840.016745,6.098803139,22.005
-828.0263632,-9.245543252,1841.856762,6.104901942,23.005
-828.8543896,-9.254788795,1843.698619,6.111006844,24.005
-829.683244,-9.264043584,1845.542317,6.117117851,25.005
-830.5129272,-9.273307628,1847.38786,6.123234969,26.005
-831.3434402,-9.282580935,1849.235247,6.129358204,27.005
-832.1747836,-9.291863516,1851.084483,6.135487562,28.005
-833.0069584,-9.30115538,1852.935567,6.14162305,29.005
-833.8399653,-9.310456535,1854.788503,6.147764673,30.005
-834.6738053,-9.319766992,1856.643291,6.153912437,31.005
-835.5084791,-9.329086759,1858.499935,6.16006635,32.005
-836.3439876,-9.338415846,1860.358435,6.166226416,33.005
-837.1803316,-9.347754261,1862.218793,6.172392643,34.005
-838.0175119,-9.357102016,1864.081012,6.178565035,35.005
-838.8555294,-9.366459118,1865.945093,6.1847436,36.005
-839.6943849,-9.375825577,1867.811038,6.190928344,37.005
-840.5340793,-9.385201402,1869.678849,6.197119272,38.005
-841.3746134,-9.394586604,1871.548528,6.203316391,39.005
-842.215988,-9.40398119,1873.420076,6.209519708,40.005
-843.058204,-9.413385172,1875.293496,6.215729228,41.005
-843.9012622,-9.422798557,1877.16879,6.221944957,42.005
-844.7451635,-9.432221355,1879.045959,6.228166902,43.005
-845.5899086,-9.441653577,1880.925005,6.234395069,44.005
-846.4354985,-9.45109523,1882.80593,6.240629464,45.005
-847.281934,-9.460546325,1884.688736,6.246870093,46.005
-848.129216,-9.470006872,1886.573424,6.253116963,47.005
-848.9773452,-9.479476879,1888.459998,6.25937008,48.005
-849.8263225,-9.488956355,1890.348458,6.26562945,49.005
-850.6761489,-9.498445312,1892.238806,6.27189508,50.005
-851.526825,-9.507943757,1894.131045,6.278166975,51.005
-852.3783518,-9.517451701,1896.025176,6.284445142,52.005
-853.2307302,-9.526969153,1897.921201,6.290729587,53.005
-854.0839609,-9.536496122,1899.819122,6.297020317,54.005
-854.9380449,-9.546032618,1901.718941,6.303317337,55.005
-855.7929829,-9.555578651,1903.62066,6.309620654,56.005
-856.6487759,-9.565134229,1905.524281,6.315930275,57.005
-857.5054247,-9.574699363,1907.429805,6.322246205,58.005
-858.3629301,-9.584274063,1909.337235,6.328568451,59.005
-859.221293,-9.593858337,1911.246572,6.33489702,60.005
-860.0805143,-9.603452195,1913.157819,6.341231917,61.005
-860.9405948,-9.613055647,1915.070977,6.347573149,62.005
-861.8015354,-9.622668703,1916.986048,6.353920722,63.005
-862.663337,-9.632291372,1918.903034,6.360274643,64.005
-863.5260003,-9.641923663,1920.821937,6.366634917,65.005
-864.3895263,-9.651565587,1922.742759,6.373001552,66.005
-865.2539158,-9.661217152,1924.665502,6.379374554,67.005
-866.1191698,-9.670878369,1926.590167,6.385753928,68.005
-866.9852889,-9.680549248,1928.516757,6.392139682,69.005
-867.8522742,-9.690229797,1930.445274,6.398531822,70.005
-868.7201265,-9.699920027,1932.375719,6.404930354,71.005
-869.5888466,-9.709619947,1934.308095,6.411335284,72.005
-870.4584355,-9.719329567,1936.242403,6.417746619,73.005
-871.3288939,-9.729048896,1938.178645,6.424164366,74.005
-872.2002228,-9.738777945,1940.116824,6.43058853,75.005
-873.072423,-9.748516723,1942.056941,6.437019119,76.005
-873.9454954,-9.75826524,1943.998998,6.443456138,77.005
-874.8194409,-9.768023505,1945.942997,6.449899594,78.005
